  0.10   0.70615124028E+01
  0.20   0.76423513632E+00
  0.30   0.70264086339E+01
  0.40   0.71544486975E+00
  0.50   0.69642921873E+01
  0.60   0.64047235730E+00
  0.70   0.68770473992E+01
  0.80   0.54165616631E+00
  0.90   0.67674799899E+01
  1.00   0.42227735641E+00
  1.10   0.66393469491E+01
  1.20   0.28655913399E+00
  1.30   0.64973153998E+01
  1.40   0.13957607648E+00
  1.50   0.63468161343E+01
  1.60  -0.12950301214E-01
  1.70   0.61937833770E+01
  1.80   0.12401409884E+02
  1.90   0.60443079128E+01
  2.00   0.12255942676E+02
  2.10   0.59042614869E+01
  2.20   0.12122650120E+02
  2.30   0.57789611657E+01
  2.40   0.12006474108E+02
  2.50   0.56729274216E+01
  2.60   0.11911482137E+02
  2.70   0.55897569469E+01
  2.80   0.11840794146E+02
  2.90   0.55320963993E+01
  3.00   0.11796593618E+02
  3.10   0.55016799730E+01
  3.20   0.11780180431E+02
  3.30   0.54993869397E+01
  3.40   0.11792023810E+02
  3.50   0.55252825581E+01
  3.60   0.11831785919E+02
  3.70   0.55786214547E+01
  3.80   0.11898304621E+02
  3.90   0.56578118624E+01
  4.00   0.11989543719E+02
  4.10   0.57603586308E+01
  4.20   0.12102537469E+02
  4.30   0.58828194885E+01
  4.40   0.12233369675E+02
  4.50   0.60208180524E+01
  4.60   0.12377230720E+02
  4.70   0.61691529146E+01
  4.80   0.12528583578E+02
  4.90   0.63220214076E+01
  5.00   0.11507097373E+00
  5.10   0.64733429823E+01
  5.20   0.26335423921E+00
  5.30   0.66171329044E+01
  5.40   0.40126320445E+00
  5.50   0.67478583036E+01
  5.60   0.52360148346E+00
  5.70   0.68607152542E+01
  5.80   0.62599884904E+00
  5.90   0.69517939881E+01
  6.00   0.70501956439E+00
  6.10   0.70181352677E+01
  6.20   0.75817485640E+00
  6.30   0.70577090857E+01
  6.40   0.78387894297E+00
  6.50   0.70693590974E+01
  6.60   0.78139208732E+00
  6.70   0.70527530077E+01
  6.80   0.75078506544E+00
  6.90   0.70083656078E+01
  7.00   0.69294283201E+00
  7.10   0.69375026298E+01
  7.20   0.60960563625E+00
  7.30   0.68423538153E+01
  7.40   0.50342656463E+00
  7.50   0.67260456302E+01
  7.60   0.37800882548E+00
  7.70   0.65926519291E+01
  7.80   0.23787891189E+00
  7.90   0.64471200911E+01
  8.00   0.88358641014E-01
  8.10   0.62950853682E+01
  8.20  -0.64677516812E-01
  8.30   0.61425765369E+01
  8.40   0.12351232050E+02
  8.50   0.59956517760E+01
  8.60   0.12209277996E+02
  8.70   0.58600291181E+01
  8.80   0.12081257258E+02
  8.90   0.57407778699E+01
  9.00   0.11971831090E+02
  9.10   0.56421149693E+01
  9.20   0.11884749999E+02
  9.30   0.55673149379E+01
  9.40   0.11822813235E+02
  9.50   0.55187100240E+01
  9.60   0.11787899011E+02
  9.70   0.54977393047E+01
  9.80   0.11781021619E+02
  9.90   0.55050040381E+01
 10.00   0.11802376925E+02
