  7.60             0.66644601178E-01             0.18165100673E-01
  7.70             0.33009682381E-01             0.74397794194E-02
  7.80             0.13274800694E-01             0.38076295708E-02
  7.90             0.86697134921E-02             0.74135739064E-02
  8.00             0.19843781491E-01             0.18113735247E-01
  8.10             0.46828279314E-01             0.35481177155E-01
  8.20             0.89022733905E-01             0.58822938699E-01
  8.30             0.14520632159E+00             0.87207683593E-01
  8.40             0.21357437044E+00             0.11950286052E+00
  8.50             0.29179900880E+00             0.15441989191E+00
  8.60             0.37711201338E+00             0.19056558822E+00
  8.70             0.46640698076E+00             0.22649773616E+00
  8.80             0.55635711383E+00             0.26078264303E+00
  8.90             0.64354421366E+00             0.29205234105E+00
  9.00             0.72459392946E+00             0.31905916927E+00
  9.10             0.79631196900E+00             0.34072555524E+00
  9.20             0.85581582661E+00             0.35618701016E+00
  9.30             0.90065665649E+00             0.36482662197E+00
  9.40             0.92892620610E+00             0.36629967018E+00
  9.50             0.93934422129E+00             0.36054738014E+00
  9.60             0.93132242568E+00             0.34779926825E+00
  9.70             0.90500203799E+00             0.32856398415E+00
  9.80             0.86126279081E+00             0.30360901569E+00
  9.90             0.80170251650E+00             0.27393006611E+00
 10.00             0.72858752711E+00             0.24071132550E+00
 10.10             0.64477519112E+00             0.20527822160E+00
 10.20             0.55361125277E+00             0.16904453526E+00
 10.30             0.45880550390E+00             0.13345599057E+00
 10.40             0.36429035861E+00             0.99932570465E-01
 10.50             0.27406765834E+00             0.69811859398E-01
 10.60             0.19204961396E+00             0.44295673746E-01
 10.70             0.12190014507E+00             0.24402109315E-01
 10.80             0.66882987031E-01             0.10924919327E-01
 10.90             0.29722792433E-01             0.44018436615E-02
 11.00             0.12485058205E-01             0.50931530380E-02
 11.10             0.16480071586E-01             0.12971264212E-01
 11.20             0.42195209536E-01             0.27721840548E-01
 11.30             0.89258876283E-01             0.48756334051E-01
 11.40             0.15643816104E+00             0.75235468429E-01
 11.50             0.24167098761E+00             0.10610272622E+00
 11.60             0.34213215992E+00             0.14012650384E+00
 11.70             0.45433133644E+00             0.17594925256E+00
 11.80             0.57423964640E+00             0.21214164471E+00
 11.90             0.69744044634E+00             0.24725960383E+00
 12.00             0.81929865665E+00             0.27990192337E+00
 12.10             0.93514226140E+00             0.30876617477E+00
 12.20             0.10404489377E+01             0.33270067440E+00
 12.30             0.11310304337E+01             0.35075043573E+00
 12.40             0.12032072570E+01             0.36219527327E+00
 12.50             0.12539664725E+01             0.36657853802E+00
 12.60             0.12810959443E+01             0.36372533770E+00
 12.70             0.12832891633E+01             0.35374951501E+00
 12.80             0.12602158666E+01             0.33704910528E+00
 12.90             0.12125549294E+01             0.31429045485E+00
 13.00             0.11419874516E+01             0.28638163387E+00
 13.10             0.10511495165E+01             0.25443620431E+00
 13.20             0.94354570571E+00             0.21972878880E+00
 13.30             0.82342604847E+00             0.18364421322E+00
 13.40             0.69563060627E+00             0.14762225214E+00
 13.50             0.56540727310E+00             0.11310018180E+00
 13.60             0.43820955987E+00             0.81455432813E-01
 13.70             0.31948206924E+00             0.53950630659E-01
 13.80             0.21444201606E+00             0.31683216946E-01
 13.90             0.12786547487E+00             0.15541661481E-01
 14.00             0.63887020979E-01             0.61700123261E-02
 14.10             0.25821068754E-01             0.39421982839E-02
 14.20             0.16012507546E-01             0.89471091342E-02
 14.30             0.35723213634E-01             0.20985048934E-01
 14.40             0.85059710184E-01             0.39575703885E-01
 14.50             0.16294570314E+00             0.63977306856E-01
 14.60             0.26714149632E+00             0.93216233887E-01
 14.70             0.39431044956E+00             0.12612585179E+00
 14.80             0.54013076034E+00             0.16139306681E+00
 14.90             0.69944899758E+00             0.19761071707E+00
 15.00             0.86647007011E+00             0.23333371832E+00
 15.10             0.10349767444E+01             0.26713672282E+00
 15.20             0.11985705025E+01             0.29767099067E+00
 15.30             0.13509245120E+01             0.32371820461E+00
 15.40             0.14860388050E+01             0.34423908078E+00
 15.50             0.15984874805E+01             0.35841483624E+00
 15.60             0.16836478550E+01             0.36567985833E+00
 15.70             0.17379020111E+01             0.36574427268E+00
 15.80             0.17588021053E+01             0.35860550916E+00
 15.90             0.17451920804E+01             0.34454840442E+00
 16.00             0.16972800224E+01             0.32413383695E+00
 16.10             0.16166572713E+01             0.29817634799E+00
 16.20             0.15062624472E+01             0.26771164135E+00
 16.30             0.13702907279E+01             0.23395525882E+00
 16.40             0.12140509153E+01             0.19825408007E+00
 16.50             0.10437749733E+01             0.16203258213E+00
 16.60             0.86638671821E+00             0.12673600277E+00
 16.70             0.68923811769E+00             0.93772675500E-01
 16.80             0.51982312035E+00             0.64457837082E-01
 16.90             0.36548004038E+00             0.39961149568E-01
 17.00             0.23309420148E+00             0.21260030790E-01
 17.10             0.12881276922E+00             0.91006553882E-02
 17.20             0.57783451991E-01             0.39681824400E-02
 17.30             0.23928028563E-01             0.60673976166E-02
 17.40             0.29760483678E-01             0.15314542232E-01
 17.50             0.76257941110E-01             0.31340655217E-01
 17.60             0.16279063102E+00             0.53506294662E-01
 17.70             0.28711488647E+00             0.80927051555E-01
 17.80             0.44543071693E+00             0.11250883769E+00
 17.90             0.63250294790E+00             0.14699153981E+00
 18.00             0.84184234680E+00             0.18299929810E+00
 18.10             0.10659406776E+01             0.21909540299E+00
 18.20             0.12965513428E+01             0.25383961991E+00
 18.30             0.15250052743E+01             0.28584565460E+00
 18.40             0.17425501161E+01             0.31383646628E+00
 18.50             0.19406995644E+01             0.33669522155E+00
 18.60             0.21115790611E+01             0.35350985609E+00
 18.70             0.22482539052E+01             0.36360946597E+00
 18.80             0.23450262718E+01             0.36659107677E+00
 18.90             0.23976886028E+01             0.36233572221E+00
 19.00             0.24037223308E+01             0.35101319093E+00
 19.10             0.23624328704E+01             0.33307525194E+00
 19.20             0.22750141808E+01             0.30923762900E+00
 19.30             0.21445388965E+01             0.28045144327E+00
 19.40             0.19758729247E+01             0.24786526356E+00
 19.50             0.17755164169E+01             0.21277927843E+00
 19.60             0.15513760107E+01             0.17659341870E+00
 19.70             0.13124760948E+01             0.14075150017E+00
 19.80             0.10686194487E+01             0.10668361538E+00
 19.90             0.83000984797E+00             0.75749072949E-01
 20.00             0.60685100538E+00             0.49182161106E-01
 20.10             0.40893745278E+00             0.28042899640E-01
 20.20             0.24525360902E+00             0.13174745082E-01
 20.30             0.12359727502E+00             0.51709367993E-02
 20.40             0.50243144979E-01             0.43508267423E-02
 20.50             0.29660631267E-01             0.10747137302E-01
 20.60             0.64298410021E-01             0.24104655688E-01
 20.70             0.15444566812E+00             0.43890416916E-01
 20.80             0.29817715730E+00             0.69314969112E-01
 20.90             0.49138594332E+00             0.99363872646E-01
 21.00             0.72790429951E+00             0.13283817626E+00
 21.10             0.99970966864E+00             0.16840225525E+00
 21.20             0.12972091439E+01             0.20463710286E+00
 21.30             0.16095926397E+01             0.24009694867E+00
 21.40             0.19252419703E+01             0.27336694483E+00
 21.50             0.22321805568E+01             0.30311961850E+00
 21.60             0.25185465449E+01             0.32816783799E+00
 21.70             0.27730708330E+01             0.34751217935E+00
 21.80             0.29855409397E+01             0.36038080336E+00
 21.90             0.31472318248E+01             0.36626025192E+00
 22.00             0.32512857247E+01             0.36491593503E+00
 22.10             0.32930247448E+01             0.35640149094E+00
 22.20             0.32701823233E+01             0.34105664596E+00
 22.30             0.31830426533E+01             0.31949365941E+00
 22.40             0.30344806227E+01             0.29257289446E+00
 22.50             0.28298986713E+01             0.26136848962E+00
 22.60             0.25770610232E+01             0.22712550065E+00
 22.70             0.22858298821E+01             0.19121022281E+00
 22.80             0.19678121943E+01             0.15505567568E+00
 22.90             0.16359293495E+01             0.12010442570E+00
 23.00             0.13039255225E+01             0.87751027731E-01
 23.10             0.98583314162E+00             0.59286382364E-01
 23.20             0.69541605259E+00             0.35846228944E-01
 23.30             0.44561226265E+00             0.18365829594E-01
 23.40             0.24799859977E+00             0.75426522467E-02
 23.50             0.11229919572E+00             0.38085416790E-02
 23.60             0.45958383587E-01             0.73124889024E-02
 23.70             0.53796431111E-01             0.17914686423E-01
 23.80             0.13776358008E+00             0.35192106558E-01
 23.90             0.29680423068E+00             0.58455380247E-01
 24.00             0.52683893104E+00             0.86776302867E-01
 24.10             0.82086726189E+00             0.11902486961E+00
 24.20             0.11691899209E+01             0.15391436265E+00
 24.30             0.15597434967E+01             0.19005269123E+00
 24.40             0.19785367740E+01             0.22599793604E+00
 24.50             0.24101731130E+01             0.26031588180E+00
 24.60             0.28384396887E+01             0.29163724248E+00
 24.70             0.32469413019E+01             0.31871229579E+00
 24.80             0.36197542454E+01             0.34046074710E+00
 24.90             0.39420744058E+01             0.35601483321E+00
 25.00             0.42008334978E+01             0.36475394607E+00
 25.10             0.43852580794E+01             0.36632939510E+00
 25.20             0.44873477795E+01             0.36067831986E+00
 25.30             0.45022519405E+01             0.34802619826E+00
 25.40             0.44285275273E+01             0.32887784996E+00
 25.50             0.42682655759E+01             0.30399729404E+00
 25.60             0.40270784690E+01             0.27437726470E+00
 25.70             0.37139457494E+01             0.24119960110E+00
 25.80             0.33409218133E+01             0.20578809202E+00
 25.90             0.29227144269E+01             0.16955565668E+00
 26.00             0.24761483720E+01             0.13394796923E+00
 26.10             0.20195334196E+01             0.10038577642E+00
 26.20             0.15719600528E+01             0.70208209733E-01
 26.30             0.11525497278E+01             0.44619354081E-01
 26.40             0.77968882447E+00             0.24640204805E-01
 26.50             0.47027667649E+00             0.11067929962E-01
 26.60             0.23901811881E+00             0.44440633174E-02
 26.70             0.97789815456E-01             0.50328971503E-02
 26.80             0.55107261278E-01             0.12810936991E-01
 26.90             0.11571585435E+00             0.27467839050E-01
 27.00             0.28032493084E+00             0.48418792934E-01
 27.10             0.54549830105E+00             0.74827855585E-01
 27.20             0.90370882195E+00             0.10564130540E+00
 27.30             0.13435581149E+01             0.13962968574E+00
 27.40             0.18501559371E+01             0.17543686022E+00
 27.50             0.24056472038E+01             0.21163412258E+00
 27.60             0.29898684943E+01             0.24677720205E+00
 27.70             0.35811103192E+01             0.27946388976E+00
 27.80             0.41569567084E+01             0.30838998688E+00
 27.90             0.46951700045E+01             0.33240134213E+00
 28.00             0.51745862928E+01             0.35053990243E+00
 28.10             0.55759857726E+01             0.36208193922E+00
 28.20             0.58829026652E+01             0.36656692525E+00
 28.30             0.60823409663E+01             0.36381590956E+00
 28.40             0.61653654481E+01             0.35393865768E+00
 28.50             0.61275417045E+01             0.33732927197E+00
 28.60             0.59692045598E+01             0.31465046691E+00
 28.70             0.56955406268E+01             0.28680712682E+00
 28.80             0.53164779698E+01             0.25491020098E+00
 28.90             0.48463834179E+01             0.22023237672E+00
 29.00             0.43035758018E+01             0.18415729924E+00
 29.10             0.37096709326E+01             0.14812436412E+00
 29.20             0.30887812063E+01             0.11357128547E+00
 29.30             0.24665990097E+01             0.81876731141E-01
 29.40             0.18693983457E+01             0.54305313842E-01
 29.50             0.13229930698E+01             0.31957133124E-01
 29.60             0.85169264085E+00             0.15723881399E-01
 29.70             0.47729720961E+00             0.62532654103E-02
 29.80             0.21817313344E+00             0.39231627356E-02
 29.90             0.88447605254E-01             0.88265444717E-02
 30.00             0.97357086385E-01             0.20767765687E-01
 30.10             0.24877876274E+00             0.39270371656E-01
 30.20             0.54096749157E+00             0.63596108400E-01
 30.30             0.96651291764E+00             0.92774379023E-01
 30.40             0.15125229040E+01             0.12564097053E+00
 30.50             0.21610304705E+01             0.16088450591E+00
 30.60             0.28896124145E+01             0.19709876811E+00
 30.70             0.36721990622E+01             0.23283880807E+00
 30.80             0.44800465200E+01             0.26667859819E+00
 30.90             0.52828357072E+01             0.29726793085E+00
 31.00             0.60498566448E+01             0.32338629167E+00
 31.10             0.67512322254E+01             0.34399155805E+00
 31.20             0.73591331842E+01             0.35826157988E+00
 31.30             0.78489353744E+01             0.36562698327E+00
 31.40             0.82002717793E+01             0.36579388863E+00
 31.50             0.83979349621E+01             0.35875563644E+00
 31.60             0.84325907553E+01             0.34479305296E+00
 31.70             0.83012707808E+01             0.32446324527E+00
 31.80             0.80076196022E+01             0.29857737270E+00
 31.90             0.75618816674E+01             0.26816828156E+00
 32.00             0.69806233354E+01             0.23444929459E+00
 32.10             0.62861958094E+01             0.19876579938E+00
 32.20             0.55059553032E+01             0.16254156737E+00
 32.30             0.46712668349E+01             0.12722194542E+00
 32.40             0.38163272450E+01             0.94216186461E-01
 32.50             0.29768510024E+01             0.64841220263E-01
 32.60             0.21886687414E+01             0.40269107981E-01
 32.70             0.14862929716E+01             0.21480276895E-01
 32.80             0.90150781735E+00             0.92244013640E-02
 32.90             0.46203982199E+00             0.39904908230E-02
 33.00             0.19036474504E+00             0.59873783021E-02
 33.10             0.10270093497E+00             0.15135387991E-01
 33.20             0.20823339265E+00             0.31069514303E-01
 33.30             0.50860427768E+00             0.53153985599E-01
 33.40             0.99769564381E+00             0.80507631473E-01
 33.50             0.16617189895E+01             0.11203904145E+00
 33.60             0.24796141998E+01             0.14649011229E+00
 33.70             0.34237481004E+01             0.18248624624E+00
 33.80             0.44608906350E+01             0.21859119758E+00
 33.90             0.55534350998E+01             0.25336437873E+00
 34.00             0.66608184114E+01             0.28541833978E+00
 34.10             0.77410884743E+01             0.31347412768E+00
 34.20             0.87525587543E+01             0.33641231648E+00
 34.30             0.96554854620E+01             0.35331767246E+00
 34.40             0.10413700545E+02             0.36351567192E+00
 34.50             0.10996134121E+02             0.36659941466E+00
 34.60             0.11378163072E+02             0.36244585937E+00
 34.70             0.11542728239E+02             0.35122073289E+00
 34.80             0.11481170754E+02             0.33337191778E+00
 34.90             0.11193748337E+02             0.30961158175E+00
 35.00             0.10689804415E+02             0.28088776221E+00
 35.10             0.99875763066E+01             0.24834653956E+00
 35.20             0.91136429099E+01             0.21328630859E+00
 35.30             0.81020267906E+01             0.17710597251E+00
 35.40             0.69929797364E+01             0.14124912673E+00
 35.50             0.58314941108E+01             0.10714645940E+00
 35.60             0.46655941897E+01             0.76158666940E-01
 35.70             0.35444715773E+01             0.49522162275E-01
 35.80             0.25165363365E+01             0.28299741940E-01
 35.90             0.16274602891E+01             0.13338180505E-01
 36.00             0.91829079249E+00             0.52344442720E-02
 36.10             0.42371204641E+00             0.43118723168E-02
 36.20             0.17052661786E+00             0.10607275260E-01
 36.30             0.17642250027E+00             0.23869466525E-01
 36.40             0.44908088764E+00             0.43569284679E-01
 36.50             0.98566729039E+00             0.68920706978E-01
 36.60             0.17727341041E+01             0.98912211673E-01
 36.70             0.27865468087E+01             0.13234713773E+00
 36.80             0.39938292320E+01             0.16789143159E+00
 36.90             0.53529064162E+01             0.20412687593E+00
 37.00             0.68152072503E+01             0.23960767653E+00
 37.10             0.83270738436E+01             0.27291814944E+00
 37.20             0.98318112509E+01             0.30272920680E+00
 37.30             0.11271900185E+02             0.32785138740E+00
 37.40             0.12591287265E+02             0.34728231625E+00
 37.50             0.13737662516E+02             0.36024669929E+00
 37.60             0.14664632545E+02             0.36622725763E+00
 37.70             0.15333700138E+02             0.36498536699E+00
 37.80             0.15715967018E+02             0.35657057882E+00
 37.90             0.15793485911E+02             0.34131864315E+00
 38.00             0.15560200664E+02             0.31983811223E+00
 38.10             0.15022428417E+02             0.29298605923E+00
 38.20             0.14198855309E+02             0.26183388107E+00
 38.30             0.13120036102E+02             0.22762454967E+00
 38.40             0.11827407817E+02             0.19172301733E+00
 38.50             0.10371847172E+02             0.15556175521E+00
 38.60             0.88118204952E+01             0.12058359766E+00
 38.70             0.72111921060E+01             0.88184173163E-01
 38.80             0.56367721969E+01             0.59656218764E-01
 38.90             0.41556972958E+01             0.36137999841E-01
 39.00             0.28327449951E+01             0.18567893328E-01
 39.10             0.17276893029E+01             0.76469464748E-02
 39.20             0.89280348467E+00             0.38109050616E-02
 39.30             0.37061349446E+00             0.72128271405E-02
 39.40             0.19199712155E+00             0.17716976021E-01
 39.50             0.37471202457E+00             0.34904236161E-01
 39.60             0.92242030006E+00             0.58088835883E-01
 39.70             0.18242586805E+01             0.86345709658E-01
 39.80             0.30549825642E+01             0.11854740822E+00
 39.90             0.45756896352E+01             0.15340908380E+00
 40.00             0.63351057065E+01             0.18953975554E+00
 40.10             0.82713925240E+01             0.22549780964E+00
 40.20             0.10314415530E+02             0.25984851973E+00
 40.30             0.12388389897E+02             0.29122129250E+00
 40.40             0.14414806321E+02             0.31836435429E+00
 40.50             0.16315524886E+02             0.34019469696E+00
 40.60             0.18015916298E+02             0.35584128982E+00
 40.70             0.19447925496E+02             0.36467983382E+00
 40.80             0.20552933210E+02             0.36635767105E+00
 40.90             0.21284296670E+02             0.36080785582E+00
 41.00             0.21609461130E+02             0.34825182574E+00
 41.10             0.21511548903E+02             0.32919056642E+00
 41.20             0.20990351698E+02             0.30438462210E+00
 41.30             0.20062674455E+02             0.27482374996E+00
 41.40             0.18762003876E+02             0.24168742881E+00
 41.50             0.17137501345E+02             0.20629779785E+00
 41.60             0.15252347072E+02             0.17006690336E+00
 41.70             0.13181488788E+02             0.13444035803E+00
 41.80             0.11008873327E+02             0.10083966101E+00
 41.90             0.88242616980E+01             0.70605480131E-01
 42.00             0.67197469955E+01             0.44944159196E-01
 42.10             0.47861088129E+01             0.24879584912E-01
 42.20             0.31091470506E+01             0.11212333795E-01
 42.30             0.17661417264E+01             0.44877291633E-02
 42.40             0.82258327997E+00             0.49740827419E-02
 42.50             0.32930992280E+00             0.12651989023E-01
 42.60             0.32017500891E+00             0.27215099547E-01
 42.70             0.81034861669E+00             0.48082346202E-01
 42.80             0.17953341973E+01             0.74421125848E-01
 42.90             0.32507540942E+01             0.10518052118E+00
 43.00             0.51329279894E+01             0.13913323231E+00
 43.10             0.73802370180E+01             0.17492454609E+00
 43.20             0.99152346426E+01             0.21112638907E+00
 43.30             0.12647434651E+02             0.24629430774E+00
 43.40             0.15476678090E+02             0.27902510213E+00
 43.50             0.18296955753E+02             0.30801281356E+00
 43.60             0.21000542106E+02             0.33210083232E+00
 43.70             0.23482281132E+02             0.35032804648E+00
 43.80             0.25643855287E+02             0.36196719019E+00
 43.90             0.27397866051E+02             0.36655386161E+00
 44.00             0.28671558643E+02             0.36390505256E+00
 44.10             0.29410034402E+02             0.35412645052E+00
 44.20             0.29578811706E+02             0.33760822170E+00
 44.30             0.29165619651E+02             0.31500944345E+00
 44.40             0.28181337140E+02             0.28723180700E+00
 44.50             0.26660022546E+02             0.25538364006E+00
 44.60             0.24658014473E+02             0.22073568448E+00
 44.70             0.22252121025E+02             0.18467039370E+00
 44.80             0.19536951848E+02             0.14862677281E+00
 44.90             0.16621482711E+02             0.11404296229E+00
 45.00             0.13624974964E+02             0.82298856183E-01
 45.10             0.10672400530E+02             0.54661044315E-01
 45.20             0.78895459482E+01             0.32232275383E-01
 45.30             0.53979853563E+01             0.15907457267E-01
 45.40             0.33101213444E+01             0.63379502106E-02
 45.50             0.17244939223E+01             0.39055775446E-02
 45.60             0.72155109013E+00             0.87073909386E-02
 45.70             0.36005989495E+00             0.20551798038E-01
 45.80             0.67431476141E+00             0.38966207000E-01
 45.90             0.16722710696E+01             0.63215882907E-01
 46.00             0.33346974198E+01             0.92333263689E-01
 46.10             0.56154010553E+01             0.12515656585E+00
 46.20             0.84425389725E+01             0.16037613965E+00
 46.30             0.11720983967E+02             0.19658672407E+00
 46.40             0.15335671942E+02             0.23234351681E+00
 46.50             0.19155815969E+02             0.26621982183E+00
 46.60             0.23039835552E+02             0.29686397456E+00
 46.70             0.26840817794E+02             0.32305327332E+00
 46.80             0.30412302170E+02             0.34374276507E+00
 46.90             0.33614163439E+02             0.35810693910E+00
 47.00             0.36318358776E+02             0.36557266486E+00
 47.10             0.38414305906E+02             0.36584205990E+00
 47.20             0.39813669199E+02             0.35890437535E+00
 47.30             0.40454349864E+02             0.34503642484E+00
 47.40             0.40303504268E+02             0.32479153957E+00
 47.50             0.39359449798E+02             0.29897749048E+00
 47.60             0.37652359474E+02             0.26862425812E+00
 47.70             0.35243693135E+02             0.23494293647E+00
 47.80             0.32224362584E+02             0.19927741026E+00
 47.90             0.28711678845E+02             0.16305073398E+00
 48.00             0.24845179462E+02             0.12770835202E+00
 48.10             0.20781480640E+02             0.94660425418E-01
 48.20             0.16688341083E+02             0.65225566446E-01
 48.30             0.12738159698E+02             0.40578225977E-01
 48.40             0.91011565455E+01             0.21701832896E-01
 48.50             0.59385041053E+01             0.93495552863E-02
 48.60             0.33956832979E+01             0.40142490247E-02
 48.70             0.15963352032E+01             0.59087928310E-02
 48.80             0.63686498445E+00             0.14957594407E-01
 48.90             0.58202952081E+00             0.30799606571E-01
 49.00             0.14617054569E+01             0.52802733036E-01
 49.10             0.32689909966E+01             0.80089049058E-01
 49.20             0.59597443678E+01             0.11156983063E+00
 49.30             0.94536063431E+01             0.14598899456E+00
 49.40             0.13636495642E+02             0.18197321621E+00
 49.50             0.18364506757E+02             0.21808672514E+00
 49.60             0.23469082082E+02             0.25288859233E+00
 49.70             0.28763276566E+02             0.28499022330E+00
 49.80             0.34048885630E+02             0.31311076297E+00
 49.90             0.39124167870E+02             0.33612820179E+00
 50.00             0.43791864826E+02             0.35312414397E+00
 50.10             0.47867202193E+02             0.36342045141E+00
 50.20             0.51185551250E+02             0.36660630144E+00
 50.30             0.53609436456E+02             0.36255457865E+00
 50.40             0.55034595071E+02             0.35142694677E+00
 50.50             0.55394826747E+02             0.33366739832E+00
 50.60             0.54665414309E+02             0.30998453928E+00
 50.70             0.52864949826E+02             0.28132331573E+00
 50.80             0.50055460701E+02             0.24882731048E+00
 50.90             0.46340796544E+02             0.21379311416E+00
 51.00             0.41863306567E+02             0.17761859118E+00
 51.10             0.36798906367E+02             0.14174710501E+00
 51.20             0.31350699556E+02             0.10760992796E+00
 51.30             0.25741380954E+02             0.76569133390E-01
 51.40             0.20204701493E+02             0.49863249000E-01
 51.50             0.14976318223E+02             0.28557839579E-01
 51.60             0.10284383987E+02             0.13502990963E-01
 51.70             0.63402488719E+01             0.52993916117E-02
 51.80             0.33296485668E+01             0.42743651389E-02
 51.90             0.14047427525E+01             0.10468810101E-01
 52.00             0.67733987588E+00             0.23635568144E-01
 52.10             0.12136038387E+01             0.43249285623E-01
 52.20             0.30304846493E+01             0.68527375209E-01
 52.30             0.60940508201E+01             0.98461241128E-01
 52.40             0.10319828609E+02             0.13185652213E+00
 52.50             0.15575174833E+02             0.16738074650E+00
 52.60             0.21683628988E+02             0.20361649769E+00
 52.70             0.28431109934E+02             0.23911796923E+00
 52.80             0.35573745724E+02             0.27246865240E+00
 52.90             0.42847055458E+02             0.30233785494E+00
 53.00             0.49976142103E+02             0.32753379568E+00
 53.10             0.56686507902E+02             0.34705115657E+00
 53.20             0.62715071177E+02             0.36011119492E+00
 53.30             0.67820946790E+02             0.36619281519E+00
 53.40             0.71795553233E+02             0.36505336074E+00
 53.50             0.74471627505E+02             0.35673829581E+00
 53.60             0.75730764329E+02             0.34157939147E+00
 53.70             0.75509147734E+02             0.32018148802E+00
 53.80             0.73801208816E+02             0.29339836180E+00
 53.90             0.70661021339E+02             0.26229865955E+00
 54.00             0.66201333718E+02             0.22812325938E+00
 54.10             0.60590228720E+02             0.19223575978E+00
 54.20             0.54045497125E+02             0.15606807196E+00
 54.30             0.46826905022E+02             0.12106328667E+00
 54.40             0.39226622490E+02             0.88618094849E-01
 54.50             0.31558160501E+02             0.60027059647E-01
 54.60             0.24144229712E+02             0.36430963370E-01
 54.70             0.17303986320E+02             0.18771290258E-01
 54.80             0.11340164113E+02             0.77526612692E-02
 54.90             0.65266064249E+01             0.38147196996E-02
 55.00             0.30967060159E+01             0.71145894180E-02
 55.10             0.12332346707E+01             0.17520605623E-01
 55.20             0.10599982941E+01             0.34617568267E-01
 55.30             0.26356888223E+01             0.57723308542E-01
 55.40             0.59502236447E+01             0.85915907409E-01
 55.50             0.10923769326E+02             0.11807048018E+00
 55.60             0.17408542728E+02             0.15290405939E+00
 55.70             0.25193373142E+02             0.18902678523E+00
 55.80             0.34010897971E+02             0.22499736095E+00
 55.90             0.43547156361E+02             0.25938056057E+00
 56.00             0.53453244280E+02             0.29080449443E+00
