  0.10  -0.87266462600E-02   0.87266462600E-01             0.36573128963E+00
  0.20  -0.17453292520E-01   0.86393797974E-01             0.35856822624E+00
  0.30  -0.26092672317E-01   0.84648468722E-01             0.34442115737E+00
  0.40  -0.34557519189E-01   0.82039201490E-01             0.32379238757E+00
  0.50  -0.42761439338E-01   0.78583449571E-01             0.29745498775E+00
  0.60  -0.50619784296E-01   0.74307305637E-01             0.26642724501E+00
  0.70  -0.58050514859E-01   0.69245327208E-01             0.23193676577E+00
  0.80  -0.64975047580E-01   0.63440275722E-01             0.19537546379E+00
  0.90  -0.71319075152E-01   0.56942770964E-01             0.15824705474E+00
  1.00  -0.77013352249E-01   0.49810863448E-01             0.12210901229E+00
  1.10  -0.81994438593E-01   0.42109528224E-01             0.88511201854E-01
  1.20  -0.86205391416E-01   0.33910084364E-01             0.58933586067E-01
  1.30  -0.89596399852E-01   0.25289545223E-01             0.34725481339E-01
  1.40  -0.92125354375E-01   0.16329905237E-01             0.17048832419E-01
  1.50  -0.93758344898E-01   0.71173698000E-02             0.68278604959E-02
  1.60  -0.94470081878E-01  -0.22584646898E-02             0.47072320105E-02
  1.70  -0.94244235409E-01  -0.11705472878E-01             0.11020596890E-01
  1.80  -0.93073688122E-01  -0.21129896419E-01             0.25770966248E-01
  1.90  -0.90960698480E-01  -0.30437265231E-01             0.48623954383E-01
  2.00  -0.87916971957E-01  -0.39533335079E-01             0.78914414628E-01
  2.10  -0.83963638449E-01  -0.48325032274E-01             0.11566647219E+00
  2.20  -0.79131135221E-01  -0.56721396119E-01             0.15762641995E+00
  2.30  -0.73458995609E-01  -0.64634509641E-01             0.20330741657E+00
  2.40  -0.66995544645E-01  -0.71980409202E-01             0.25104443192E+00
  2.50  -0.59797503725E-01  -0.78679963667E-01             0.29905744222E+00
  2.60  -0.51929507358E-01  -0.84659714039E-01             0.34552050691E+00
  2.70  -0.43463535954E-01  -0.89852664775E-01             0.38863407513E+00
  2.80  -0.34478269477E-01  -0.94199018371E-01             0.42669768761E+00
  2.90  -0.25058367640E-01  -0.97646845318E-01             0.45818016625E+00
  3.00  -0.15293683108E-01  -0.10015268208E+00             0.48178442652E+00
  3.10  -0.52784148998E-02  -0.10168205039E+00             0.49650420548E+00
  3.20   0.48897901395E-02  -0.10220989188E+00             0.50167026820E+00
  3.30   0.15110779328E-01  -0.10172091287E+00             0.49698402822E+00
  3.40   0.25282870615E-01  -0.10020983494E+00             0.48253698086E+00
  3.50   0.35303854108E-01  -0.97681547875E-01             0.45881488492E+00
  3.60   0.45072008896E-01  -0.94151162464E-01             0.42668621870E+00
  3.70   0.54487125142E-01  -0.89643961574E-01             0.38737505684E+00
  3.80   0.63451521300E-01  -0.84195249060E-01             0.34241914286E+00
  3.90   0.71871046206E-01  -0.77850096930E-01             0.29361454081E+00
  4.00   0.79656055899E-01  -0.70662992310E-01             0.24294881593E+00
  4.10   0.86722355130E-01  -0.62697386720E-01             0.19252519316E+00
  4.20   0.92992093802E-01  -0.54025151207E-01             0.14448055331E+00
  4.30   0.98394608922E-01  -0.44725941827E-01             0.10090043160E+00
  4.40   0.10286720311E+00  -0.34886480934E-01             0.63734366564E-01
  4.50   0.10635585120E+00  -0.24599760624E-01             0.34715001199E-01
  4.60   0.10881582726E+00  -0.13964175504E-01             0.15284255576E-01
  4.70   0.11021224481E+00  -0.30825927779E-02             0.65296736560E-02
  4.80   0.11052050409E+00   0.79386317032E-02             0.91337012688E-02
  4.90   0.10972664092E+00   0.18990682112E-01             0.23338189124E-01
  5.00   0.10782757271E+00   0.29963346204E-01             0.48925850316E-01
  5.10   0.10483123809E+00   0.40746103475E-01             0.85219756660E-01
  5.20   0.10075662774E+00   0.51229227283E-01             0.13110125664E+00
  5.30   0.95633705011E-01   0.61304890057E-01             0.18504596672E+00
  5.40   0.89503216006E-01   0.70868260559E-01             0.24517675607E+00
  5.50   0.82416389950E-01   0.79818582159E-01             0.30933194157E+00
  5.60   0.74434531734E-01   0.88060221154E-01             0.37514626419E+00
  5.70   0.65628509618E-01   0.95503674327E-01             0.44014165656E+00
  5.80   0.56078142186E-01   0.10206652529E+00             0.50182435859E+00
  5.90   0.45871489657E-01   0.10767433951E+00             0.55778461469E+00
  6.00   0.35104055706E-01   0.11226148847E+00             0.60579500633E+00
  6.10   0.23877906859E-01   0.11577189404E+00             0.64390344947E+00
  6.20   0.12300717454E-01   0.11815968473E+00             0.67051702063E+00
  6.30   0.48474898120E-03   0.11938975648E+00             0.68447306543E+00
  6.40  -0.11454226666E-01   0.11943823137E+00             0.68509448293E+00
  6.50  -0.23398049804E-01   0.11829280871E+00             0.67222665054E+00
  6.60  -0.35227330674E-01   0.11595300373E+00             0.64625413991E+00
  6.70  -0.46822631047E-01   0.11243027066E+00             0.60809614721E+00
  6.80  -0.58065658113E-01   0.10774800755E+00             0.55918039332E+00
  6.90  -0.68840458868E-01   0.10194144174E+00             0.50139610768E+00
  7.00  -0.79034603043E-01   0.95057395856E-01             0.43702756074E+00
  7.10  -0.88540342628E-01   0.87153935552E-01             0.36867041945E+00
  7.20  -0.97255736183E-01   0.78299901289E-01             0.29913393461E+00
  7.30  -0.10508572631E+00   0.68574327671E-01             0.23133259765E+00
  7.40  -0.11194315908E+00   0.58065755040E-01             0.16817139967E+00
  7.50  -0.11774973458E+00   0.46871439132E-01             0.11242916533E+00
  7.60  -0.12243687850E+00   0.35096465673E-01             0.66644601178E-01
  7.70  -0.12594652506E+00   0.22852777824E-01             0.33009682381E-01
  7.80  -0.12823180285E+00   0.10258125317E-01             0.13274800694E-01
  7.90  -0.12925761538E+00  -0.25650549674E-02             0.86697134921E-02
  8.00  -0.12900110988E+00  -0.15490816505E-01             0.19843781491E-01
  8.10  -0.12745202823E+00  -0.28390927493E-01             0.46828279314E-01
  8.20  -0.12461293548E+00  -0.41136130316E-01             0.89022733905E-01
  8.30  -0.12049932245E+00  -0.53597423865E-01             0.14520632159E+00
  8.40  -0.11513958006E+00  -0.65647356110E-01             0.21357437044E+00
  8.50  -0.10857484445E+00  -0.77161314116E-01             0.29179900880E+00
  8.60  -0.10085871304E+00  -0.88018798561E-01             0.37711201338E+00
  8.70  -0.92056833185E-01  -0.98104669865E-01             0.46640698076E+00
  8.80  -0.82246366198E-01  -0.10731035318E+00             0.55635711383E+00
  8.90  -0.71515330880E-01  -0.11553498980E+00             0.64354421366E+00
  9.00  -0.59961831899E-01  -0.12268652289E+00             0.72459392946E+00
  9.10  -0.47693179610E-01  -0.12868270608E+00             0.79631196900E+00
  9.20  -0.34824909002E-01  -0.13345202404E+00             0.85581582661E+00
  9.30  -0.21479706598E-01  -0.13693451494E+00             0.90065665649E+00
  9.40  -0.77862551036E-02  -0.13908248560E+00             0.92892620610E+00
  9.50   0.61219934566E-02  -0.13986111111E+00             0.93934422129E+00
  9.60   0.20108104568E-01  -0.13924891177E+00             0.93132242568E+00
  9.70   0.34032995745E-01  -0.13723810131E+00             0.90500203799E+00
  9.80   0.47756805876E-01  -0.13383480174E+00             0.86126279081E+00
  9.90   0.61140286049E-01  -0.12905912115E+00             0.80170251650E+00
 10.00   0.74046198164E-01  -0.12294509254E+00             0.72858752711E+00
 10.10   0.86340707418E-01  -0.11554047273E+00             0.64477519112E+00
 10.20   0.97894754691E-01  -0.10690640199E+00             0.55361125277E+00
 10.30   0.10858539489E+00  -0.97116926516E-01             0.45880550390E+00
 10.40   0.11829708754E+00  -0.86258387027E-01             0.36429035861E+00
 10.50   0.12692292624E+00  -0.74428678273E-01             0.27406765834E+00
 10.60   0.13436579407E+00  -0.61736385649E-01             0.19204961396E+00
 10.70   0.14053943264E+00  -0.48299806241E-01             0.12190014507E+00
 10.80   0.14536941326E+00  -0.34245862978E-01             0.66882987031E-01
 10.90   0.14879399956E+00  -0.19708921652E-01             0.29722792433E-01
 11.00   0.15076489172E+00  -0.48295216960E-02             0.12485058205E-01
 11.10   0.15124784389E+00   0.10246967476E-01             0.16480071586E-01
 11.20   0.15022314715E+00   0.25371751866E-01             0.42195209536E-01
 11.30   0.14768597196E+00   0.40394066580E-01             0.89258876283E-01
 11.40   0.14364656530E+00   0.55162663776E-01             0.15643816104E+00
 11.50   0.13813029892E+00   0.69527320306E-01             0.24167098761E+00
 11.60   0.13117756689E+00   0.83340350198E-01             0.34213215992E+00
 11.70   0.12284353187E+00   0.96458106888E-01             0.45433133644E+00
 11.80   0.11319772118E+00   0.10874246007E+00             0.57423964640E+00
 11.90   0.10232347518E+00   0.12006223219E+00             0.69744044634E+00
 12.00   0.90317251957E-01   0.13029457971E+00             0.81929865665E+00
 12.10   0.77287793986E-01   0.13932630491E+00             0.93514226140E+00
 12.20   0.63355163495E-01   0.14705508431E+00             0.10404489377E+01
 12.30   0.48649655065E-01   0.15339060065E+00             0.11310304337E+01
 12.40   0.33310594999E-01   0.15825556616E+00             0.12032072570E+01
 12.50   0.17485038383E-01   0.16158662566E+00             0.12539664725E+01
 12.60   0.13263758171E-02   0.16333512950E+00             0.12810959443E+01
 12.70  -0.15007137133E-01   0.16346776708E+00             0.12832891633E+01
 12.80  -0.31353913841E-01   0.16196705337E+00             0.12602158666E+01
 12.90  -0.47550619178E-01   0.15883166198E+00             0.12125549294E+01
 13.00  -0.63433785376E-01   0.15407660007E+00             0.11419874516E+01
 13.10  -0.78841445383E-01   0.14773322153E+00             0.10511495165E+01
 13.20  -0.93614767536E-01   0.13984907699E+00             0.94354570571E+00
 13.30  -0.10759967523E+00   0.13048760024E+00             0.82342604847E+00
 13.40  -0.12064843526E+00   0.11972763271E+00             0.69563060627E+00
 13.50  -0.13262119853E+00   0.10766278919E+00             0.56540727310E+00
 13.60  -0.14338747745E+00   0.94400669334E-01             0.43820955987E+00
 13.70  -0.15282754438E+00   0.80061921589E-01             0.31948206924E+00
 13.80  -0.16083373654E+00   0.64779167151E-01             0.21444201606E+00
 13.90  -0.16731165326E+00   0.48695793497E-01             0.12786547487E+00
 14.00  -0.17218123261E+00   0.31964628172E-01             0.63887020979E-01
 14.10  -0.17537769542E+00   0.14746504911E-01             0.25821068754E-01
 14.20  -0.17685234591E+00  -0.27912646312E-02             0.16012507546E-01
 14.30  -0.17657321945E+00  -0.20476499223E-01             0.35723213634E-01
 14.40  -0.17452556953E+00  -0.38133821168E-01             0.85059710184E-01
 14.50  -0.17071218741E+00  -0.55586378120E-01             0.16294570314E+00
 14.60  -0.16515354960E+00  -0.72657596862E-01             0.26714149632E+00
 14.70  -0.15788778991E+00  -0.89172951822E-01             0.39431044956E+00
 14.80  -0.14897049473E+00  -0.10496173081E+00             0.54013076034E+00
 14.90  -0.13847432165E+00  -0.11985878029E+00             0.69944899758E+00
 15.00  -0.12648844362E+00  -0.13370621245E+00             0.86647007011E+00
 15.10  -0.11311782238E+00  -0.14635505681E+00             0.10349767444E+01
 15.20  -0.98482316695E-01  -0.15766683905E+00             0.11985705025E+01
 15.30  -0.82715632790E-01  -0.16751507072E+00             0.13509245120E+01
 15.40  -0.65964125718E-01  -0.17578663400E+00             0.14860388050E+01
 15.50  -0.48385462318E-01  -0.18238304657E+00             0.15984874805E+01
 15.60  -0.30147157661E-01  -0.18722159280E+00             0.16836478550E+01
 15.70  -0.11424998381E-01  -0.19023630857E+00             0.17379020111E+01
 15.80   0.75986324764E-02  -0.19137880841E+00             0.17588021053E+01
 15.90   0.26736513317E-01  -0.19061894516E+00             0.17451920804E+01
 16.00   0.45798407833E-01  -0.18794529383E+00             0.16972800224E+01
 16.10   0.64592937216E-01  -0.18336545304E+00             0.16166572713E+01
 16.20   0.82929482520E-01  -0.17690615932E+00             0.15062624472E+01
 16.30   0.10062009845E+00  -0.16861321107E+00             0.13702907279E+01
 16.40   0.11748141956E+00  -0.15855120123E+00             0.12140509153E+01
 16.50   0.13333653968E+00  -0.14680305927E+00             0.10437749733E+01
 16.60   0.14801684561E+00  -0.13346940530E+00             0.86638671821E+00
 16.70   0.16136378614E+00  -0.11866772074E+00             0.68923811769E+00
 16.80   0.17323055821E+00  -0.10253134213E+00             0.51982312035E+00
 16.90   0.18348369243E+00  -0.85208286305E-01             0.36548004038E+00
 17.00   0.19200452106E+00  -0.66859917063E-01             0.23309420148E+00
 17.10   0.19869051276E+00  -0.47659464957E-01             0.12881276922E+00
 17.20   0.20345645926E+00  -0.27790413681E-01             0.57783451991E-01
 17.30   0.20623550063E+00  -0.74447677549E-02             0.23928028563E-01
 17.40   0.20697997740E+00   0.13178782308E-01             0.29760483678E-01
 17.50   0.20566209917E+00   0.33876780048E-01             0.76257941110E-01
 17.60   0.20227442117E+00   0.54442989965E-01             0.16279063102E+00
 17.70   0.19683012217E+00   0.74670432082E-01             0.28711488647E+00
 17.80   0.18936307896E+00   0.94353444299E-01             0.44543071693E+00
 17.90   0.17992773453E+00   0.11328975219E+00             0.63250294790E+00
 18.00   0.16859875931E+00   0.13128252565E+00             0.84184234680E+00
 18.10   0.15547050675E+00   0.14814240158E+00             0.10659406776E+01
 18.20   0.14065626659E+00   0.16368945225E+00             0.12965513428E+01
 18.30   0.12428732136E+00   0.17775507891E+00             0.15250052743E+01
 18.40   0.10651181347E+00   0.19018381105E+00             0.17425501161E+01
 18.50   0.87493432368E-01   0.20083499240E+00             0.19406995644E+01
 18.60   0.67409933128E-01   0.20958433563E+00             0.21115790611E+01
 18.70   0.46451499565E-01   0.21632532895E+00             0.22482539052E+01
 18.80   0.24818966670E-01   0.22097047890E+00             0.23450262718E+01
 18.90   0.27219187800E-02   0.22345237557E+00             0.23976886028E+01
 19.00  -0.19623318777E-01   0.22372456745E+00             0.24037223308E+01
 19.10  -0.41995775522E-01   0.22176223557E+00             0.23624328704E+01
 19.20  -0.64171999079E-01   0.21756265802E+00             0.22750141808E+01
 19.30  -0.85928264881E-01   0.21114545811E+00             0.21445388965E+01
 19.40  -0.10704281069E+00   0.20255263162E+00             0.19758729247E+01
 19.50  -0.12729807385E+00   0.19184835055E+00             0.17755164169E+01
 19.60  -0.14648290891E+00   0.17911854317E+00             0.15513760107E+01
 19.70  -0.16439476323E+00   0.16447025228E+00             0.13124760948E+01
 19.80  -0.18084178845E+00   0.14803077595E+00             0.10686194487E+01
 19.90  -0.19564486605E+00   0.12994659711E+00             0.83000984797E+00
 20.00  -0.20863952576E+00   0.11038211050E+00             0.60685100538E+00
 20.10  -0.21967773681E+00   0.89518157928E-01             0.40893745278E+00
 20.20  -0.22862955260E+00   0.67550384247E-01             0.24525360902E+00
 20.30  -0.23538459103E+00   0.44687428986E-01             0.12359727502E+00
 20.40  -0.23985333393E+00   0.21148969884E-01             0.50243144979E-01
 20.50  -0.24196823091E+00  -0.28363635089E-02             0.29660631267E-01
 20.60  -0.24168459456E+00  -0.27033186600E-01             0.64298410021E-01
 20.70  -0.23898127590E+00  -0.51201646057E-01             0.15444566812E+00
 20.80  -0.23386111130E+00  -0.75099773647E-01             0.29817715730E+00
 20.90  -0.22635113393E+00  -0.98485884777E-01             0.49138594332E+00
 21.00  -0.21650254546E+00  -0.12112099817E+00             0.72790429951E+00
 21.10  -0.20439044564E+00  -0.14277125272E+00             0.99970966864E+00
 21.20  -0.19011332037E+00  -0.16321029728E+00             0.12972091439E+01
 21.30  -0.17379229064E+00  -0.18222162932E+00             0.16095926397E+01
 21.40  -0.15557012771E+00  -0.19960085838E+00             0.19252419703E+01
 21.50  -0.13561004187E+00  -0.21515787115E+00             0.22321805568E+01
 21.60  -0.11409425475E+00  -0.22871887534E+00             0.25185465449E+01
 21.70  -0.91222367220E-01  -0.24012830081E+00             0.27730708330E+01
 21.80  -0.67209537139E-01  -0.24925053754E+00             0.29855409397E+01
 21.90  -0.42284483386E-01  -0.25597149125E+00             0.31472318248E+01
 22.00  -0.16687334261E-01  -0.26019993959E+00             0.32512857247E+01
 22.10   0.93326596981E-02  -0.26186867301E+00             0.32930247448E+01
 22.20   0.35519526999E-01  -0.26093540704E+00             0.32701823233E+01
 22.30   0.61613067704E-01  -0.25738345434E+00             0.31830426533E+01
 22.40   0.87351413138E-01  -0.25122214757E+00             0.30344806227E+01
 22.50   0.11247362790E+00  -0.24248700626E+00             0.28298986713E+01
 22.60   0.13672232852E+00  -0.23123964347E+00             0.25770610232E+01
 22.70   0.15984629287E+00  -0.21756741062E+00             0.22858298821E+01
 22.80   0.18160303393E+00  -0.20158278133E+00             0.19678121943E+01
 22.90   0.20176131206E+00  -0.18342247794E+00             0.16359293495E+01
 23.00   0.22010355986E+00  -0.16324634673E+00             0.13039255225E+01
 23.10   0.23642819453E+00  -0.14123599075E+00             0.98583314162E+00
 23.20   0.25055179361E+00  -0.11759317129E+00             0.69541605259E+00
 23.30   0.26231111073E+00  -0.92537991932E-01             0.44561226265E+00
 23.40   0.27156490993E+00  -0.66306880859E-01             0.24799859977E+00
 23.50   0.27819559801E+00  -0.39150389866E-01             0.11229919572E+00
 23.60   0.28211063700E+00  -0.11330830065E-01             0.45958383587E-01
 23.70   0.28324372001E+00   0.16880233635E-01             0.53796431111E-01
 23.80   0.28155569664E+00   0.45204605636E-01             0.13776358008E+00
 23.90   0.27703523608E+00   0.73360175300E-01             0.29680423068E+00
 24.00   0.26969921855E+00   0.10106369891E+00             0.52683893104E+00
 24.10   0.25959284866E+00   0.12803362076E+00             0.82086726189E+00
 24.20   0.24678948658E+00   0.15399290563E+00             0.11691899209E+01
 24.30   0.23139019602E+00   0.17867185429E+00             0.15597434967E+01
 24.40   0.21352301059E+00   0.20181087389E+00             0.19785367740E+01
 24.50   0.19334192320E+00   0.22316317495E+00             0.24101731130E+01
 24.60   0.17102560571E+00   0.24249736727E+00             0.28384396887E+01
 24.70   0.14677586898E+00   0.25959992784E+00             0.32469413019E+01
 24.80   0.12081587620E+00   0.27427751474E+00             0.36197542454E+01
 24.90   0.93388124723E-01   0.28635910236E+00             0.39420744058E+01
 25.00   0.64752214487E-01   0.29569791483E+00             0.42008334978E+01
 25.10   0.35182423004E-01   0.30217313628E+00             0.43852580794E+01
 25.20   0.49651093763E-02   0.30569137858E+00             0.44873477795E+01
