   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 93.33   0.62831853071E+01   0.54703045350E+01   0.54489698191E+01
 93.36   0.62831853071E+01   0.54761293434E+01   0.54390921520E+01
 93.39   0.62831853071E+01   0.54822732723E+01   0.54294507955E+01
 93.42   0.62831853071E+01   0.54887353146E+01   0.54200662178E+01
 93.45   0.62831853071E+01   0.54955143477E+01   0.54109585935E+01
 93.48   0.62831853071E+01   0.55026091290E+01   0.54021477929E+01
 93.51   0.62831853071E+01   0.55100182915E+01   0.53936533731E+01
 93.54   0.62831853071E+01   0.55177403395E+01   0.53854945682E+01
 93.57   0.62831853071E+01   0.55257736439E+01   0.53776902817E+01
 93.60   0.62831853071E+01   0.55341164380E+01   0.53702590785E+01
 93.63   0.62831853071E+01   0.55427668129E+01   0.53632191772E+01
 93.66   0.62831853071E+01   0.55517227137E+01   0.53565884436E+01
 93.69   0.62831853071E+01   0.55609819347E+01   0.53503843839E+01
 93.72   0.62831853071E+01   0.55705421160E+01   0.53446241382E+01
 93.75   0.62831853071E+01   0.55804007389E+01   0.53393244748E+01
 93.78   0.62831853071E+01   0.55905551227E+01   0.53345017839E+01
 93.81   0.62831853071E+01   0.56010024205E+01   0.53301720719E+01
 93.84   0.62831853071E+01   0.56117396163E+01   0.53263509554E+01
 93.87   0.62831853071E+01   0.56227635212E+01   0.53230536554E+01
 93.90   0.62831853071E+01   0.56340707709E+01   0.53202949914E+01
 93.93   0.62831853071E+01   0.56456578226E+01   0.53180893749E+01
 93.96   0.62831853071E+01   0.56575209527E+01   0.53164508033E+01
 93.99   0.62831853071E+01   0.56696562544E+01   0.53153928529E+01
 94.02   0.62831853071E+01   0.56820596358E+01   0.53149286723E+01
 94.05   0.62831853071E+01   0.56947268184E+01   0.53150709743E+01
 94.08   0.62831853071E+01   0.57076533359E+01   0.53158320287E+01
 94.11   0.62831853071E+01   0.57208345328E+01   0.53172236534E+01
 94.14   0.62831853071E+01   0.57342655644E+01   0.53192572056E+01
 94.17   0.62831853071E+01   0.57479413966E+01   0.53219435727E+01
 94.20   0.62831853071E+01   0.57618568056E+01   0.53252931615E+01
 94.23   0.62831853071E+01   0.57760063790E+01   0.53293158882E+01
 94.26   0.62831853071E+01   0.57903845168E+01   0.53340211667E+01
 94.29   0.62831853071E+01   0.58049854327E+01   0.53394178969E+01
 94.32   0.62831853071E+01   0.58198031562E+01   0.53455144516E+01
 94.35   0.62831853071E+01   0.58348315348E+01   0.53523186637E+01
 94.38   0.62831853071E+01   0.58500642368E+01   0.53598378121E+01
 94.41   0.62831853071E+01   0.58654947547E+01   0.53680786070E+01
 94.44   0.62831853071E+01   0.58811164089E+01   0.53770471750E+01
 94.47   0.62831853071E+01   0.58969223515E+01   0.53867490435E+01
 94.50   0.62831853071E+01   0.59129055715E+01   0.53971891241E+01
 94.53   0.62831853071E+01   0.59290588992E+01   0.54083716965E+01
 94.56   0.62831853071E+01   0.59453750123E+01   0.54203003907E+01
 94.59   0.62831853071E+01   0.59618464412E+01   0.54329781708E+01
 94.62   0.62831853071E+01   0.59784655757E+01   0.54464073162E+01
 94.65   0.62831853071E+01   0.59952246718E+01   0.54605894049E+01
 94.68   0.62831853071E+01   0.60121158583E+01   0.54755252954E+01
 94.71   0.62831853071E+01   0.60291311448E+01   0.54912151089E+01
 94.74   0.62831853071E+01   0.60462624293E+01   0.55076582125E+01
 94.77   0.62831853071E+01   0.60635015063E+01   0.55248532018E+01
 94.80   0.62831853071E+01   0.60808400753E+01   0.55427978848E+01
 94.83   0.62831853071E+01   0.60982697494E+01   0.55614892659E+01
 94.86   0.62831853071E+01   0.61157820648E+01   0.55809235310E+01
 94.89   0.62831853071E+01   0.61333684893E+01   0.56010960341E+01
 94.92   0.62831853071E+01   0.61510204319E+01   0.56220012842E+01
 94.95   0.62831853071E+01   0.61687292528E+01   0.56436329341E+01
 94.98   0.62831853071E+01   0.61864862727E+01   0.56659837713E+01
 95.01   0.62831853071E+01   0.62042827824E+01   0.56890457095E+01
 95.04   0.62831853072E+01   0.62221100532E+01   0.57128097834E+01
 95.07   0.62831853072E+01   0.62399593464E+01   0.57372661446E+01
 95.10   0.62831853072E+01   0.62578219235E+01   0.57624040605E+01
 95.13   0.62831853072E+01   0.62756890556E+01   0.57882119158E+01
 95.16   0.62831853072E+01   0.10366726600E-01   0.58146772161E+01
 95.19   0.62831853072E+01   0.28216871067E-01   0.58417865951E+01
 95.22   0.62831853072E+01   0.46045541128E-01   0.58695258245E+01
 95.25   0.62831853072E+01   0.63844144393E-01   0.58978798270E+01
 95.28   0.62831853072E+01   0.81604146018E-01   0.59268326930E+01
 95.31   0.62831853072E+01   0.99317077682E-01   0.59563677000E+01
 95.34   0.62831853072E+01   0.11697454631E+00   0.59864673362E+01
 95.37   0.62831853072E+01   0.13456824251E+00   0.60171133270E+01
 95.40   0.62831853072E+01   0.15208994871E+00   0.60482866652E+01
 95.43   0.62831853072E+01   0.16953154697E+00   0.60799676449E+01
 95.46   0.62831853072E+01   0.18688502639E+00   0.61121358984E+01
 95.49   0.62831853072E+01   0.20414249024E+00   0.61447704369E+01
 95.52   0.62831853072E+01   0.22129616260E+00   0.61778496940E+01
 95.55   0.62831853072E+01   0.23833839468E+00   0.62113515723E+01
 95.58   0.62831853072E+01   0.25526167063E+00   0.62452534936E+01
 95.61   0.62831853072E+01   0.27205861296E+00   0.62795324509E+01
 95.64   0.62831853072E+01   0.28872198758E+00   0.30979755729E-01
 95.67   0.62831853072E+01   0.30524470827E+00   0.65942324367E-01
 95.70   0.62831853072E+01   0.32161984076E+00   0.10121089308E+00
 95.73   0.62831853072E+01   0.33784060639E+00   0.13676130730E+00
 95.76   0.62831853072E+01   0.35390038521E+00   0.17256927587E+00
 95.79   0.62831853072E+01   0.36979271875E+00   0.20861043328E+00
 95.82   0.62831853072E+01   0.38551131219E+00   0.24486040242E+00
 95.85   0.92370555649E-12   0.40105003624E+00   0.28129485725E+00
 95.88   0.18900436771E-11   0.41640292844E+00   0.31788958525E+00
 95.91   0.29132252166E-11   0.43156419415E+00   0.35462054901E+00
 95.94   0.38227199184E-11   0.44652820700E+00   0.39146394682E+00
 95.97   0.47890580390E-11   0.46128950901E+00   0.42839627170E+00
 96.00   0.56985527408E-11   0.47584281032E+00   0.46539436855E+00
 96.03   0.66080474426E-11   0.49018298850E+00   0.50243548916E+00
 96.06   0.75175421443E-11   0.50430508751E+00   0.53949734469E+00
 96.09   0.83701934273E-11   0.51820431631E+00   0.57655815532E+00
 96.12   0.92228447102E-11   0.53187604717E+00   0.61359669681E+00
 96.15   0.10018652574E-10   0.54531581365E+00   0.65059234379E+00
 96.18   0.10814460438E-10   0.55851930827E+00   0.68752510946E+00
 96.21   0.11610268302E-10   0.57148237996E+00   0.72437568174E+00
 96.24   0.12349232748E-10   0.58420103120E+00   0.76112545540E+00
 96.27   0.13088197193E-10   0.59667141501E+00   0.79775656047E+00
 96.30   0.13827161638E-10   0.60888983169E+00   0.83425188655E+00
 96.33   0.14509282664E-10   0.62085272534E+00   0.87059510316E+00
 96.36   0.15134560272E-10   0.63255668029E+00   0.90677067610E+00
 96.39   0.15816681298E-10   0.64399841735E+00   0.94276387981E+00
 96.42   0.16441958905E-10   0.65517478996E+00   0.97856080588E+00
 96.45   0.17010393094E-10   0.66608278019E+00   0.10141483678E+01
 96.48   0.17578827283E-10   0.67671949474E+00   0.10495143018E+01
 96.51   0.18147261471E-10   0.68708216081E+00   0.10846471648E+01
 96.54   0.18658852241E-10   0.69716812199E+00   0.11195363279E+01
 96.57   0.19170443011E-10   0.70697483409E+00   0.11541719681E+01
 96.60   0.19625190362E-10   0.71649986096E+00   0.11885450557E+01
 96.63   0.20079937713E-10   0.72574087041E+00   0.12226473400E+01
 96.66   0.20477841645E-10   0.73469563004E+00   0.12564713315E+01
 96.69   0.20875745577E-10   0.74336200323E+00   0.12900102827E+01
 96.72   0.21273649509E-10   0.75173794515E+00   0.13232581663E+01
 96.75   0.21614710022E-10   0.75982149883E+00   0.13562096514E+01
 96.78   0.21898927116E-10   0.76761079141E+00   0.13888600782E+01
 96.81   0.22239987629E-10   0.77510403039E+00   0.14212054317E+01
 96.84   0.22524204724E-10   0.78229950009E+00   0.14532423136E+01
 96.87   0.22751578399E-10   0.78919555823E+00   0.14849679133E+01
 96.90   0.22978952074E-10   0.79579063261E+00   0.15163799786E+01
 96.93   0.23149482331E-10   0.80208321802E+00   0.15474767851E+01
 96.96   0.23376856007E-10   0.80807187326E+00   0.15782571057E+01
 96.99   0.23490542844E-10   0.81375521839E+00   0.16087201796E+01
 97.02   0.23661073101E-10   0.81913193210E+00   0.16388656815E+01
 97.05   0.23717916520E-10   0.82420074933E+00   0.16686936905E+01
 97.08   0.23831603357E-10   0.82896045910E+00   0.16982046594E+01
 97.11   0.23888446776E-10   0.83340990245E+00   0.17273993844E+01
 97.14   0.23945290195E-10   0.83754797072E+00   0.17562789750E+01
 97.17   0.23945290195E-10   0.84137360400E+00   0.17848448248E+01
 97.20   0.23945290195E-10   0.84488578972E+00   0.18130985823E+01
 97.23   0.23888446776E-10   0.84808356161E+00   0.18410421236E+01
 97.26   0.23888446776E-10   0.85096599877E+00   0.18686775240E+01
 97.29   0.23774759939E-10   0.85353222503E+00   0.18960070326E+01
 97.32   0.23717916520E-10   0.85578140853E+00   0.19230330460E+01
 97.35   0.23604229682E-10   0.85771276151E+00   0.19497580837E+01
 97.38   0.23490542844E-10   0.85932554038E+00   0.19761847648E+01
 97.41   0.23320012588E-10   0.86061904597E+00   0.20023157845E+01
 97.44   0.23149482331E-10   0.86159262406E+00   0.20281538930E+01
 97.47   0.22978952074E-10   0.86224566610E+00   0.20537018742E+01
 97.50   0.22751578399E-10   0.86257761018E+00   0.20789625261E+01
 97.53   0.22581048142E-10   0.86258794226E+00   0.21039386420E+01
 97.56   0.22296831048E-10   0.86227619753E+00   0.21286329925E+01
 97.59   0.22069457373E-10   0.86164196209E+00   0.21530483087E+01
 97.62   0.21785240278E-10   0.86068487481E+00   0.21771872662E+01
 97.65   0.21501023184E-10   0.85940462937E+00   0.22010524701E+01
 97.68   0.21216806090E-10   0.85780097655E+00   0.22246464411E+01
 97.71   0.20875745577E-10   0.85587372670E+00   0.22479716021E+01
 97.74   0.20591528482E-10   0.85362275243E+00   0.22710302658E+01
 97.77   0.20250467969E-10   0.85104799143E+00   0.22938246236E+01
 97.80   0.19852564037E-10   0.84814944954E+00   0.23163567342E+01
 97.83   0.19511503524E-10   0.84492720391E+00   0.23386285146E+01
 97.86   0.19113599592E-10   0.84138140647E+00   0.23606417299E+01
 97.89   0.18715695660E-10   0.83751228733E+00   0.23823979858E+01
 97.92   0.18317791728E-10   0.83332015856E+00   0.24038987204E+01
 97.95   0.17919887796E-10   0.82880541793E+00   0.24251451968E+01
 97.98   0.17465140445E-10   0.82396855288E+00   0.24461384974E+01
 98.01   0.17067236513E-10   0.81881014454E+00   0.24668795172E+01
 98.04   0.16612489162E-10   0.81333087186E+00   0.24873689591E+01
 98.07   0.16157741811E-10   0.80753151587E+00   0.25076073289E+01
 98.10   0.15702994460E-10   0.80141296397E+00   0.25275949310E+01
 98.13   0.15248247109E-10   0.79497621429E+00   0.25473318649E+01
 98.16   0.14793499759E-10   0.78822238011E+00   0.25668180216E+01
 98.19   0.14281908989E-10   0.78115269427E+00   0.25860530810E+01
 98.22   0.13827161638E-10   0.77376851365E+00   0.26050365093E+01
 98.25   0.13315570868E-10   0.76607132363E+00   0.26237675571E+01
 98.28   0.12860823517E-10   0.75806274251E+00   0.26422452576E+01
 98.31   0.12349232748E-10   0.74974452590E+00   0.26604684257E+01
 98.34   0.11837641978E-10   0.74111857111E+00   0.26784356562E+01
 98.37   0.11326051208E-10   0.73218692139E+00   0.26961453240E+01
 98.40   0.10814460438E-10   0.72295177012E+00   0.27135955832E+01
 98.43   0.10302869669E-10   0.71341546493E+00   0.27307843672E+01
 98.46   0.97912788988E-11   0.70358051161E+00   0.27477093891E+01
 98.49   0.92796881290E-11   0.69344957796E+00   0.27643681415E+01
 98.52   0.87680973593E-11   0.68302549740E+00   0.27807578978E+01
 98.55   0.82565065895E-11   0.67231127246E+00   0.27968757127E+01
 98.58   0.77449158198E-11   0.66131007802E+00   0.28127184235E+01
 98.61   0.72333250500E-11   0.65002526438E+00   0.28282826512E+01
 98.64   0.67217342803E-11   0.63846035997E+00   0.28435648023E+01
 98.67   0.62101435105E-11   0.62661907399E+00   0.28585610699E+01
 98.70   0.57553961597E-11   0.61450529856E+00   0.28732674359E+01
 98.73   0.52438053899E-11   0.60212311073E+00   0.28876796730E+01
 98.76   0.47322146202E-11   0.58947677409E+00   0.29017933466E+01
 98.79   0.42206238504E-11   0.57657074009E+00   0.29156038168E+01
 98.82   0.37090330807E-11   0.56340964895E+00   0.29291062414E+01
 98.85   0.32542857298E-11   0.54999833031E+00   0.29422955778E+01
 98.88   0.27426949600E-11   0.53634180334E+00   0.29551665858E+01
 98.91   0.22879476091E-11   0.52244527665E+00   0.29677138300E+01
 98.94   0.17763568394E-11   0.50831414762E+00   0.29799316829E+01
 98.97   0.13216094885E-11   0.49395400140E+00   0.29918143274E+01
 99.00   0.86686213763E-12   0.47937060951E+00   0.30033557600E+01
 99.03   0.41211478674E-12   0.46456992791E+00   0.30145497934E+01
 99.06   0.62831853072E+01   0.44955809469E+00   0.30253900594E+01
 99.09   0.62831853072E+01   0.43434142734E+00   0.30358700123E+01
 99.12   0.62831853072E+01   0.41892641950E+00   0.30459829317E+01
 99.15   0.62831853072E+01   0.40331973729E+00   0.30557219256E+01
 99.18   0.62831853072E+01   0.38752821524E+00   0.30650799332E+01
 99.21   0.62831853072E+01   0.37155885166E+00   0.30740497283E+01
 99.24   0.62831853072E+01   0.35541880369E+00   0.30826239221E+01
 99.27   0.62831853072E+01   0.33911538183E+00   0.30907949661E+01
 99.30   0.62831853072E+01   0.32265604408E+00   0.30985551553E+01
 99.33   0.62831853072E+01   0.30604838965E+00   0.31058966309E+01
 99.36   0.62831853072E+01   0.28930015228E+00   0.31128113831E+01
 99.39   0.62831853072E+01   0.27241919319E+00   0.31192912538E+01
 99.42   0.62831853072E+01   0.25541349360E+00   0.31253279395E+01
 99.45   0.62831853072E+01   0.23829114695E+00   0.31309129935E+01
 99.48   0.62831853072E+01   0.22106035081E+00   0.31360378285E+01
 99.51   0.62831853072E+01   0.20372939840E+00   0.31406937188E+01
 99.54   0.62831853072E+01   0.18630666995E+00   0.31448718027E+01
 99.57   0.62831853072E+01   0.16880062369E+00   0.31485630839E+01
 99.60   0.62831853072E+01   0.15121978666E+00   0.31517584341E+01
 99.63   0.62831853072E+01   0.13357274537E+00   0.31544485940E+01
 99.66   0.62831853072E+01   0.11586813620E+00   0.31566241751E+01
 99.69   0.62831853072E+01   0.98114635763E-01   0.31582756608E+01
 99.72   0.62831853072E+01   0.80320951062E-01   0.31593934078E+01
 99.75   0.62831853072E+01   0.62495809671E-01   0.31599676465E+01
 99.78   0.62831853072E+01   0.44647949824E-01   0.31599884819E+01
 99.81   0.62831853072E+01   0.26786110518E-01   0.31594458940E+01
 99.84   0.62831853072E+01   0.89190216445E-02   0.31583297378E+01
 99.87   0.62831853072E+01   0.62742407014E+01   0.31566297437E+01
 99.90   0.62831853072E+01   0.62563892177E+01   0.31543355168E+01
 99.93   0.62831853072E+01   0.62385585220E+01   0.31514365366E+01
 99.96   0.62831853072E+01   0.62207572109E+01   0.31479221565E+01
 99.99   0.62831853072E+01   0.62029938240E+01   0.31437816027E+01
100.02   0.62831853072E+01   0.61852768354E+01   0.31390039731E+01
100.05   0.62831853072E+01   0.61676146445E+01   0.31335782362E+01
100.08   0.62831853072E+01   0.61500155675E+01   0.31274932299E+01
100.11   0.62831853072E+01   0.61324878297E+01   0.31207376596E+01
100.14   0.62831853072E+01   0.61150395572E+01   0.31133000971E+01
100.17   0.62831853072E+01   0.60976787697E+01   0.31051689785E+01
100.20   0.62831853072E+01   0.60804133733E+01   0.30963326029E+01
100.23   0.62831853072E+01   0.60632511537E+01   0.30867791308E+01
100.26   0.62831853072E+01   0.60461997701E+01   0.30764965826E+01
100.29   0.62831853072E+01   0.60292667492E+01   0.30654728374E+01
100.32   0.62831853072E+01   0.60124594796E+01   0.30536956316E+01
100.35   0.62831853072E+01   0.59957852069E+01   0.30411525588E+01
100.38   0.62831853072E+01   0.59792510294E+01   0.30278310690E+01
100.41   0.62831853072E+01   0.59628638936E+01   0.30137184692E+01
100.44   0.62831853072E+01   0.59466305906E+01   0.29988019243E+01
100.47   0.62831853072E+01   0.59305577532E+01   0.29830684584E+01
100.50   0.62831853072E+01   0.59146518527E+01   0.29665049580E+01
100.53   0.62831853072E+01   0.58989191971E+01   0.29490981751E+01
100.56   0.62831853072E+01   0.58833659288E+01   0.29308347327E+01
100.59   0.62831853072E+01   0.58679980238E+01   0.29117011307E+01
100.62   0.62831853072E+01   0.58528212899E+01   0.28916837538E+01
100.65   0.62831853072E+01   0.58378413671E+01   0.28707688819E+01
100.68   0.62831853072E+01   0.58230637266E+01   0.28489427013E+01
100.71   0.62831853072E+01   0.58084936717E+01   0.28261913191E+01
100.74   0.62831853072E+01   0.57941363381E+01   0.28025007799E+01
100.77   0.62831853072E+01   0.57799966952E+01   0.27778570855E+01
100.80   0.62831853072E+01   0.57660795469E+01   0.27522462174E+01
100.83   0.62831853072E+01   0.57523895340E+01   0.27256541630E+01
100.86   0.62831853072E+01   0.57389311356E+01   0.26980669454E+01
100.89   0.62831853072E+01   0.57257086719E+01   0.26694706577E+01
100.92   0.62831853072E+01   0.57127263062E+01   0.26398515008E+01
100.95   0.62831853072E+01   0.56999880481E+01   0.26091958272E+01
100.98   0.62831853072E+01   0.56874977566E+01   0.25774901888E+01
101.01   0.62831853072E+01   0.56752591429E+01   0.25447213910E+01
101.04   0.62831853072E+01   0.56632757743E+01   0.25108765520E+01
101.07   0.62831853072E+01   0.56515510774E+01   0.24759431687E+01
101.10   0.62831853072E+01   0.56400883422E+01   0.24399091888E+01
101.13   0.62831853072E+01   0.56288907256E+01   0.24027630894E+01
101.16   0.62831853072E+01   0.56179612558E+01   0.23644939632E+01
101.19   0.62831853072E+01   0.56073028356E+01   0.23250916114E+01
101.22   0.62831853072E+01   0.55969182475E+01   0.22845466438E+01
101.25   0.62831853072E+01   0.55868101569E+01   0.22428505868E+01
101.28   0.62831853072E+01   0.55769811167E+01   0.21999959981E+01
101.31   0.62831853072E+01   0.55674335717E+01   0.21559765890E+01
101.34   0.62831853072E+01   0.55581698621E+01   0.21107873539E+01
101.37   0.62831853072E+01   0.55491922281E+01   0.20644247057E+01
101.40   0.62831853072E+01   0.55405028138E+01   0.20168866181E+01
101.43   0.62831853072E+01   0.55321036712E+01   0.19681727728E+01
101.46   0.62831853072E+01   0.55239967641E+01   0.19182847115E+01
101.49   0.62831853072E+01   0.55161839720E+01   0.18672259911E+01
